id,booking_id,service_id,service_name_snapshot,duration_minutes,base_price_snapshot,additional_duration_steps,price_per_step_snapshot,line_amount,created_at
335,310,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 12:00:00
336,311,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 22:00:00
337,312,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 06:00:00
338,313,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 07:00:00
339,314,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 03:00:00
340,315,5,Aromatherapy Massage,120,520000,2,200000,920000,2026-09-14 05:00:00
341,316,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 06:00:00
342,317,3,Hydrating Facial,120,520000,2,150000,820000,2026-09-13 06:00:00
343,318,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 14:00:00
344,319,8,Body Scrub,60,420000,0,0,420000,2026-09-15 01:00:00
345,320,8,Body Scrub,60,420000,0,0,420000,2026-09-10 14:00:00
346,321,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 16:00:00
347,322,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 09:00:00
348,323,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-12 14:00:00
349,324,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 03:00:00
350,325,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 00:00:00
351,326,1,Facial Basic Care,90,350000,1,120000,470000,2026-09-15 04:00:00
352,327,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-09 03:00:00
353,328,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 22:00:00
354,328,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 22:00:00
355,329,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-04 13:00:00
356,330,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 22:00:00
357,331,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 17:00:00
358,332,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 13:30:00
359,333,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-14 14:00:00
360,334,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-10 09:00:00
361,335,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 07:00:00
362,336,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 20:00:00
363,337,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 14:00:00
364,338,8,Body Scrub,60,420000,0,0,420000,2026-09-14 13:00:00
365,339,8,Body Scrub,60,420000,0,0,420000,2026-09-14 12:00:00
366,340,3,Hydrating Facial,120,520000,2,150000,820000,2026-09-15 07:00:00
367,341,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-07 07:00:00
368,341,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-07 07:00:00
369,342,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 07:00:00
370,343,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-15 02:00:00
371,344,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 11:00:00
372,345,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 14:00:00
373,346,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-03 09:30:00
374,347,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 14:00:00
375,348,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-11 12:00:00
376,348,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-11 12:00:00
377,349,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 11:00:00
378,350,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-15 09:00:00
379,351,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 12:00:00
380,352,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-08 15:00:00
381,353,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-13 16:00:00
382,354,1,Facial Basic Care,90,350000,1,120000,470000,2026-09-14 20:00:00
383,355,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 12:00:00
384,356,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 18:00:00
385,357,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 13:00:00
386,358,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 13:00:00
387,359,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 11:00:00
388,360,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 04:00:00
389,361,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 02:00:00
390,362,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 03:00:00
391,363,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 01:00:00
392,364,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 00:00:00
393,364,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-15 00:00:00
394,365,8,Body Scrub,60,420000,0,0,420000,2026-09-14 07:00:00
395,366,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-14 12:00:00
396,367,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-15 03:00:00
397,368,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 16:00:00
398,369,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-03 09:00:00
399,370,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 16:00:00
400,370,8,Body Scrub,60,420000,0,0,420000,2026-09-14 16:00:00
401,371,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-15 07:00:00
402,372,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 05:00:00
403,373,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 03:00:00
404,374,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 14:00:00
405,375,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 20:00:00
406,376,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-04 03:00:00
407,377,8,Body Scrub,60,420000,0,0,420000,2026-09-14 22:00:00
408,378,1,Facial Basic Care,90,350000,1,120000,470000,2026-09-15 06:00:00
409,379,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 20:00:00
410,380,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 02:00:00
411,380,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-15 02:00:00
412,381,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 05:00:00
413,382,1,Facial Basic Care,90,350000,1,120000,470000,2026-09-12 12:30:00
414,383,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 11:00:00
415,384,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-15 07:00:00
416,385,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 22:00:00
417,386,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 19:00:00
418,387,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 14:00:00
419,388,4,Relaxing Body Massage,120,450000,2,180000,810000,2026-09-15 08:00:00
420,389,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 23:00:00
421,390,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 07:00:00
422,390,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 07:00:00
423,391,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 11:00:00
424,392,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-15 10:00:00
425,393,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 04:00:00
426,394,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-15 06:00:00
427,395,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 16:00:00
428,396,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-05 13:30:00
429,397,8,Body Scrub,60,420000,0,0,420000,2026-09-15 13:00:00
430,398,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 08:00:00
431,399,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 11:30:00
432,400,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 07:00:00
433,401,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 16:00:00
434,402,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 11:00:00
435,403,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-06 06:00:00
436,404,4,Relaxing Body Massage,120,450000,2,180000,810000,2026-09-15 07:00:00
437,405,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-15 13:00:00
438,406,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-15 08:00:00
439,407,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 09:00:00
440,408,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 09:00:00
441,409,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 03:00:00
442,410,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-06 14:30:00
443,411,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-10 08:00:00
444,411,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-10 08:00:00
445,412,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-05 05:00:00
446,413,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 08:00:00
447,414,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 08:00:00
448,415,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 00:00:00
449,416,8,Body Scrub,60,420000,0,0,420000,2026-09-15 11:00:00
450,417,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 16:00:00
451,418,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 12:00:00
452,419,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-01 12:30:00
453,420,3,Hydrating Facial,120,520000,2,150000,820000,2026-09-14 12:00:00
454,421,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 23:00:00
455,422,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 12:00:00
456,423,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-05 07:00:00
457,424,3,Hydrating Facial,120,520000,2,150000,820000,2026-09-14 20:00:00
458,425,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 14:00:00
459,426,8,Body Scrub,60,420000,0,0,420000,2026-09-15 12:00:00
460,427,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-13 11:00:00
461,428,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 10:00:00
462,429,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 03:00:00
463,430,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 20:00:00
464,431,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 22:00:00
465,432,5,Aromatherapy Massage,120,520000,2,200000,920000,2026-09-07 08:00:00
466,433,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 12:00:00
467,434,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 06:00:00
468,435,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 22:00:00
469,436,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-13 10:30:00
470,437,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 03:00:00
471,437,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 03:00:00
472,438,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-07 12:30:00
473,439,8,Body Scrub,60,420000,0,0,420000,2026-09-14 14:00:00
474,439,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 14:00:00
475,440,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-14 19:00:00
476,441,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 03:00:00
477,442,8,Body Scrub,60,420000,0,0,420000,2026-09-14 15:00:00
478,443,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 09:00:00
479,444,4,Relaxing Body Massage,120,450000,2,180000,810000,2026-09-14 16:00:00
480,445,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-03 15:30:00
481,446,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-13 09:30:00
482,447,8,Body Scrub,60,420000,0,0,420000,2026-09-15 12:00:00
483,448,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 04:00:00
484,449,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 07:00:00
485,450,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 11:00:00
486,451,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-15 10:00:00
487,452,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 17:00:00
488,453,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-15 08:00:00
489,454,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 05:00:00
490,455,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-14 04:00:00
491,456,8,Body Scrub,60,420000,0,0,420000,2026-09-14 21:00:00
492,457,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-15 10:00:00
493,457,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-15 10:00:00
494,458,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 02:00:00
495,459,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 11:00:00
496,460,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 05:00:00
497,461,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-10 14:30:00
498,462,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 14:00:00
499,462,8,Body Scrub,60,420000,0,0,420000,2026-09-14 14:00:00
500,463,4,Relaxing Body Massage,120,450000,2,180000,810000,2026-09-15 01:00:00
501,464,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 12:00:00
502,465,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 03:00:00
503,466,8,Body Scrub,60,420000,0,0,420000,2026-09-15 05:00:00
504,466,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 05:00:00
505,467,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 18:00:00
506,468,8,Body Scrub,60,420000,0,0,420000,2026-09-15 12:00:00
507,469,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-15 14:00:00
508,470,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-15 05:00:00
509,471,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 21:00:00
510,472,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 01:00:00
511,473,8,Body Scrub,60,420000,0,0,420000,2026-09-15 14:00:00
512,474,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-04 09:30:00
513,475,4,Relaxing Body Massage,120,450000,2,180000,810000,2026-09-13 14:30:00
514,476,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-14 18:00:00
515,477,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 12:00:00
516,478,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 07:00:00
517,479,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 21:00:00
518,480,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 08:00:00
519,481,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 22:00:00
520,482,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-13 07:30:00
521,483,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 23:00:00
522,484,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 13:00:00
523,484,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-15 13:00:00
524,485,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-15 03:00:00
525,486,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-15 09:00:00
526,487,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 21:00:00
527,488,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 13:00:00
528,489,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 14:00:00
529,490,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-11 05:00:00
530,491,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-11 12:30:00
531,492,5,Aromatherapy Massage,120,520000,2,200000,920000,2026-09-15 04:00:00
532,493,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 13:00:00
533,494,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-14 04:00:00
534,495,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 03:00:00
535,496,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 15:00:00
536,497,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 05:00:00
537,498,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 10:30:00
538,499,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 20:00:00
539,500,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-14 15:00:00
540,501,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 07:00:00
541,502,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 05:00:00
542,503,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-11 05:00:00
543,504,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 03:00:00
544,505,8,Body Scrub,60,420000,0,0,420000,2026-09-14 09:00:00
545,505,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 09:00:00
546,506,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-15 14:00:00
547,507,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-07 11:00:00
548,508,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 07:00:00
549,509,1,Facial Basic Care,90,350000,1,120000,470000,2026-09-12 13:30:00
550,510,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 11:00:00
551,511,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 06:00:00
552,512,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 17:00:00
553,513,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-15 00:00:00
554,514,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-12 05:00:00
555,515,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 03:00:00
556,516,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 09:00:00
557,517,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 18:00:00
558,518,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-14 22:00:00
559,519,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-05 11:00:00
560,520,8,Body Scrub,60,420000,0,0,420000,2026-09-14 21:00:00
561,521,3,Hydrating Facial,90,520000,1,150000,670000,2026-08-31 10:30:00
562,522,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 23:00:00
563,523,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-15 00:00:00
564,524,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 21:00:00
565,525,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 10:00:00
566,526,8,Body Scrub,60,420000,0,0,420000,2026-09-07 09:00:00
567,527,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-15 06:00:00
568,528,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-15 00:00:00
569,529,8,Body Scrub,60,420000,0,0,420000,2026-09-14 17:00:00
570,530,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 21:00:00
571,531,3,Hydrating Facial,120,520000,2,150000,820000,2026-09-14 18:00:00
572,532,8,Body Scrub,60,420000,0,0,420000,2026-09-14 10:00:00
573,533,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-14 06:00:00
574,534,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-15 08:00:00
575,535,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-14 12:00:00
576,535,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 12:00:00
577,536,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 04:00:00
578,537,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-14 15:00:00
579,538,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-15 10:00:00
580,539,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-14 14:00:00
581,540,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 13:00:00
582,541,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-14 11:30:00
583,542,5,Aromatherapy Massage,120,520000,2,200000,920000,2026-09-15 07:00:00
584,543,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 13:00:00
585,544,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-15 14:00:00
586,545,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-15 00:00:00
587,546,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-15 12:00:00
588,547,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-15 02:00:00
589,548,8,Body Scrub,60,420000,0,0,420000,2026-09-03 13:30:00
590,549,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-08 12:30:00
591,550,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-15 12:00:00
592,551,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-14 11:00:00
593,552,8,Body Scrub,60,420000,0,0,420000,2026-09-14 04:00:00
594,552,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 04:00:00
595,553,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 12:00:00
596,554,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-15 14:00:00
597,555,11,Premium Facial Renewal,90,850000,0,0,850000,2026-09-15 04:00:00
598,556,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-14 08:00:00
599,557,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-14 13:00:00
600,558,1,Facial Basic Care,60,350000,0,120000,350000,2026-09-14 03:00:00
601,559,8,Body Scrub,60,420000,0,0,420000,2026-09-14 08:00:00
602,560,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-14 13:00:00
603,561,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-13 07:30:00
604,562,8,Body Scrub,60,420000,0,0,420000,2026-09-14 03:00:00
605,563,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 05:00:00
606,564,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 18:00:00
607,565,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-14 18:00:00
608,566,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-15 03:00:00
609,567,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-14 16:00:00
610,568,4,Relaxing Body Massage,60,450000,0,180000,450000,2026-09-14 23:00:00
611,569,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-14 11:00:00
612,570,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-15 00:00:00
613,571,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-02 09:00:00
614,572,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-05 09:00:00
615,573,8,Body Scrub,60,420000,0,0,420000,2026-08-29 04:00:00
616,574,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-13 09:00:00
617,575,3,Hydrating Facial,90,520000,1,150000,670000,2026-09-03 04:00:00
618,576,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-12 09:00:00
619,577,10,Foot Relaxation,45,250000,0,80000,250000,2026-09-09 08:00:00
620,577,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-09 08:00:00
621,578,3,Hydrating Facial,60,520000,0,150000,520000,2026-09-11 06:00:00
622,579,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-04 08:00:00
623,580,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-05 06:00:00
624,581,10,Foot Relaxation,60,250000,1,80000,330000,2026-09-02 10:30:00
625,582,10,Foot Relaxation,75,250000,2,80000,410000,2026-09-02 09:00:00
626,583,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-06 05:00:00
627,584,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-11 10:00:00
628,585,5,Aromatherapy Massage,60,520000,0,200000,520000,2026-09-06 08:00:00
629,586,5,Aromatherapy Massage,90,520000,1,200000,720000,2026-09-04 08:30:00
630,587,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-05 12:30:00
631,588,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-09-06 12:30:00
632,589,4,Relaxing Body Massage,90,450000,1,180000,630000,2026-08-31 12:30:00
633,590,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-02 08:30:00
634,591,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-09-06 15:00:00
635,592,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-03 10:30:00
636,593,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-07 09:30:00
637,593,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-07 09:30:00
638,594,7,Head & Shoulder Therapy,45,280000,0,0,280000,2026-09-03 10:00:00
639,595,1,Facial Basic Care,120,350000,2,120000,590000,2026-09-10 12:30:00
640,596,2,Deep Cleansing Facial,75,480000,0,0,480000,2026-08-29 12:30:00
641,597,8,Body Scrub,60,420000,0,0,420000,2026-09-12 10:00:00
642,598,9,Body Detox Wrap,75,580000,0,0,580000,2026-09-09 12:30:00
643,599,6,Hot Stone Massage,90,650000,0,0,650000,2026-09-01 13:30:00
644,600,10,Foot Relaxation,45,250000,0,80000,250000,2026-08-31 12:00:00
645,600,9,Body Detox Wrap,75,580000,0,0,580000,2026-08-31 12:00:00
